,error,type,id,key,value,action
1076,deprecated,way,493935379,landuse,reservoir,update_tag
1077,deprecated,way,493935387,landuse,reservoir,update_tag
1078,deprecated,way,513301395,landuse,reservoir,update_tag
1079,deprecated,way,513301397,landuse,reservoir,update_tag
1080,deprecated,way,513301399,landuse,reservoir,update_tag
1081,deprecated,way,513301400,landuse,reservoir,update_tag
1082,deprecated,way,513301401,landuse,reservoir,update_tag
1083,deprecated,way,548867516,landuse,reservoir,update_tag
1084,deprecated,way,548867517,landuse,reservoir,update_tag
1085,deprecated,way,548867640,landuse,reservoir,update_tag
1086,deprecated,way,569617358,landuse,reservoir,update_tag
1087,deprecated,way,573119720,landuse,reservoir,update_tag
1088,deprecated,way,573119721,landuse,reservoir,update_tag
1089,deprecated,way,573119727,landuse,reservoir,update_tag
1090,deprecated,way,573119728,landuse,reservoir,update_tag
1091,deprecated,way,573119729,landuse,reservoir,update_tag
1092,deprecated,way,665204258,landuse,reservoir,update_tag
1093,deprecated,way,665204259,landuse,reservoir,update_tag
1094,deprecated,way,694374554,landuse,reservoir,update_tag
1095,deprecated,way,705031070,sport,football,update_tag
1096,deprecated,way,708709200,sport,football,update_tag
1097,deprecated,way,727641735,sport,football,update_tag
1098,deprecated,way,764123288,access,public,update_tag
1099,deprecated,way,805141392,landuse,reservoir,update_tag
1100,deprecated,way,819695040,building,collapsed,update_tag
1101,deprecated,way,819703374,building,collapsed,update_tag
1102,deprecated,way,819709727,building,collapsed,update_tag
1103,deprecated,way,819899584,building,collapsed,update_tag
1104,deprecated,way,819899592,building,collapsed,update_tag
1105,deprecated,way,819899597,building,collapsed,update_tag
1106,deprecated,way,820851926,building,collapsed,update_tag
1107,deprecated,way,820929465,building,collapsed,update_tag
1108,deprecated,way,821086297,building,collapsed,update_tag
1109,deprecated,way,824901577,sport,football,update_tag
1110,deprecated,way,827460812,residential,condominium,update_tag
1111,deprecated,way,835639516,building,collapsed,update_tag
1112,deprecated,way,845764141,residential,condominium,update_tag
1113,deprecated,way,903567531,landuse,reservoir,update_tag
1114,deprecated,way,909675380,landuse,reservoir,update_tag
1115,deprecated,way,909675381,landuse,reservoir,update_tag
1116,deprecated,way,909675383,landuse,reservoir,update_tag
1117,deprecated,way,909675384,landuse,reservoir,update_tag
1118,deprecated,way,909675521,landuse,reservoir,update_tag
1119,deprecated,way,909675546,landuse,reservoir,update_tag
1120,deprecated,way,909675561,landuse,reservoir,update_tag
1121,deprecated,way,909675564,landuse,reservoir,update_tag
1122,deprecated,way,913687687,landuse,reservoir,update_tag
1123,deprecated,way,913687752,landuse,reservoir,update_tag
1124,deprecated,way,913687791,landuse,reservoir,update_tag
1125,deprecated,way,913687793,landuse,reservoir,update_tag
1126,deprecated,way,914713929,landuse,reservoir,update_tag
1127,deprecated,way,914713930,landuse,reservoir,update_tag
1128,deprecated,way,914713933,landuse,reservoir,update_tag
1129,deprecated,way,914713934,landuse,reservoir,update_tag
1130,deprecated,way,914713935,landuse,reservoir,update_tag
1131,deprecated,way,915239824,landuse,reservoir,update_tag
1132,deprecated,way,915239841,landuse,reservoir,update_tag
1133,deprecated,way,915239862,landuse,reservoir,update_tag
1134,deprecated,way,920533367,landuse,reservoir,update_tag
1135,deprecated,way,920533368,landuse,reservoir,update_tag
1136,deprecated,way,920533369,landuse,reservoir,update_tag
1137,deprecated,way,920533370,landuse,reservoir,update_tag
1138,deprecated,way,920533375,landuse,reservoir,update_tag
1139,deprecated,way,940570693,landuse,reservoir,update_tag
1140,deprecated,way,963726883,landuse,reservoir,update_tag
1141,deprecated,way,963726884,landuse,reservoir,update_tag
1142,deprecated,way,976495355,landuse,reservoir,update_tag
1143,deprecated,way,976497103,landuse,reservoir,update_tag
1144,deprecated,way,976497104,landuse,reservoir,update_tag
1145,deprecated,way,976497105,landuse,reservoir,update_tag
1146,deprecated,way,976497106,landuse,reservoir,update_tag
1147,deprecated,way,976497107,landuse,reservoir,update_tag
1148,deprecated,way,976497108,landuse,reservoir,update_tag
1149,deprecated,way,976497109,landuse,reservoir,update_tag
1150,deprecated,way,995418029,landuse,reservoir,update_tag
1151,deprecated,way,995715187,landuse,reservoir,update_tag
1152,deprecated,way,995715188,landuse,reservoir,update_tag
1153,deprecated,way,995715199,landuse,reservoir,update_tag
1154,deprecated,way,1010371063,landuse,reservoir,update_tag
1155,deprecated,way,1010371077,landuse,reservoir,update_tag
1156,deprecated,way,1023426332,residential,condominium,update_tag
1157,deprecated,way,1023426333,residential,condominium,update_tag
1158,deprecated,way,1052626030,landuse,reservoir,update_tag
1159,deprecated,way,1053930844,landuse,reservoir,update_tag
1160,deprecated,way,1056995130,landuse,reservoir,update_tag
1161,deprecated,way,1061492645,landuse,reservoir,update_tag
1162,deprecated,way,1079426891,landuse,reservoir,update_tag
1163,deprecated,way,1091510810,power,sub_station,update_tag
1164,deprecated,way,1091523690,power,sub_station,update_tag
1165,deprecated,way,1092815080,building,collapsed,update_tag
1166,deprecated,way,1092815081,building,collapsed,update_tag
1167,deprecated,way,1098358186,landuse,reservoir,update_tag
1168,deprecated,way,1112752290,landuse,reservoir,update_tag
1169,deprecated,relation,6675955,sport,football,update_tag
1170,deprecated,relation,13703992,residential,condominium,update_tag
1171,deprecated,relation,13704004,residential,condominium,update_tag
1172,deprecated,relation,13708031,residential,condominium,update_tag
1173,deprecated,relation,14591824,residential,condominium,update_tag
